season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2020,14,3,2,2.0,66.66,0,0,0,0,2*,0,20,23.0,8.57,16.1,3/15,2,1,3,15,434,0,0.037113199714171013,6.720877584752936,5.570174895836217,3.2483,Below Average,116,36,115,125,0,0,9,11
2021,14,4,13,13.0,76.47,0,0,0,0,9*,0,19,20.78,7.5,16.63,3/15,9,1,3,15,434,0,1.16999810188973,7.19032142546233,5.570174895836217,4.1436,Average,116,36,115,125,0,0,9,11
2023,17,2,5,2.5,83.33,1,0,0,0,5,4,28,18.64,8.03,13.92,11/4,5,0,11,4,434,0,0.13974846320750606,8.309215207661397,5.570174895836217,3.8793,Below Average,116,36,115,125,0,0,9,11
2025,9,4,10,10.0,100.0,1,0,0,0,6*,2,6,56.16,11.23,30.0,28/2,6,1,28,2,434,0,0.9775866369973539,1.8634706364028766,5.570174895836217,2.4865,Poor,116,36,115,125,0,0,9,11
2026,13,7,31,6.2,140.9,2,3,0,0,12*,3,12,38.25,9.0,25.5,9/2,12,1,9,2,434,0,1.848302889832845,4.183727392571171,5.570174895836217,3.62,Below Average,116,36,115,125,0,0,9,11
2018,11,4,25,12.5,113.63,2,1,0,0,14,0,11,33.36,8.95,22.36,4/32,14,0,4,32,435,0,2.1371644910510907,4.304340646995676,5.595422794306474,3.7806,Below Average,119,28,117,118,0,0,21,9
2019,9,4,4,4.0,28.57,0,0,0,0,3*,0,7,38.42,9.55,24.14,4/32,3,1,4,32,435,0,0.06304023446003179,2.975314480055623,5.595422794306474,2.0891,Poor,119,28,117,118,0,0,21,9
2020,9,3,17,17.0,121.42,2,0,0,0,10*,0,11,21.45,8.68,14.81,4/32,10,1,4,32,435,0,2.124119472399078,5.387242468163761,5.595422794306474,4.1956,Average,119,28,117,118,0,0,21,9
2021,15,4,20,20.0,76.92,1,1,0,0,12*,0,11,32.09,6.78,28.36,4/32,12,1,4,32,435,0,1.9819954971657803,5.020228715181842,5.595422794306474,3.9849,Below Average,119,28,117,118,0,0,21,9
2022,15,5,30,15.0,90.9,5,0,0,0,14*,5,9,57.11,10.07,34.0,30/2,14,1,30,2,435,0,2.295185109113353,2.625592253543396,5.595422794306474,3.29,Below Average,119,28,117,118,0,0,21,9
2023,14,2,1,1.0,50.0,0,0,0,0,1*,4,19,19.78,7.52,15.78,21/4,1,1,21,4,435,0,0.007034226019245297,7.31072414361059,5.595422794306474,3.5406,Below Average,119,28,117,118,0,0,21,9
2024,14,3,12,6.0,150.0,0,2,0,0,12,3,15,33.06,9.18,21.6,43/3,12,0,43,3,435,0,1.0329019382024756,4.967560463825271,5.595422794306474,3.1916,Below Average,119,28,117,118,0,0,21,9
2025,15,1,3,0.0,75.0,0,0,0,0,3*,5,16,32.93,9.24,21.37,17/4,3,1,17,4,435,0,0.0,5.11195391176992,5.595422794306474,2.9904,Below Average,119,28,117,118,0,0,21,9
2026,17,2,5,2.5,31.25,1,0,0,0,5,4,19,29.57,9.06,19.57,26/3,5,0,26,3,435,0,0.05404337020663107,5.828204038570886,5.595422794306474,2.969,Below Average,119,28,117,118,0,0,21,9
2025,9,5,23,11.5,121.05,0,3,0,0,20,4,6,36.16,10.33,21.0,7/1,20,0,7,1,436,0,2.024580020012427,2.6701525110679065,5.499796955536892,3.1747,Below Average,17,7,46,12,0,0,6,2
2026,8,2,23,23.0,209.09,1,2,0,0,15,2,6,28.66,9.92,17.33,22/3,15,0,22,3,436,0,3.511746347104037,3.1630358704265564,5.499796955536892,4.0658,Average,17,7,46,12,0,0,6,2
2023,1,1,1,0.0,50.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,437,0,0.0,0.0,6.708162813864161,1.6161,Poor,1,1,1,0,0,0,0,1
2014,16,1,1,0.0,33.33,0,0,0,0,1*,0,23,19.65,8.39,14.04,4/14,1,1,4,14,438,0,0.0,7.539372522864838,5.038491295878792,3.4202,Below Average,90,30,127,86,0,0,4,8
2015,16,6,28,9.33,155.55,1,2,0,0,21*,0,14,34.35,8.43,24.42,4/14,21,1,4,14,438,0,2.287709223924727,4.916558102525489,5.038491295878792,3.8354,Below Average,90,30,127,86,0,0,4,8
2016,14,6,32,8.0,123.07,3,1,0,0,15,0,13,31.3,8.39,22.38,4/14,15,0,4,14,438,0,2.007295381059231,4.9712514112777075,5.038491295878792,3.7772,Below Average,90,30,127,86,0,0,4,8
2017,14,7,51,8.5,102.0,3,1,0,0,13,0,13,31.53,8.97,21.07,4/14,13,0,4,14,438,0,2.3840848030774016,4.800349913834967,5.038491295878792,3.8901,Below Average,90,30,127,86,0,0,4,8
2018,9,4,10,10.0,76.92,1,0,0,0,4*,0,7,46.0,10.85,25.42,4/14,4,1,4,14,438,0,0.8046487721992239,2.4432398993152544,5.038491295878792,2.2791,Poor,90,30,127,86,0,0,4,8
2019,1,1,0,0.0,0.0,0,0,0,0,0*,0,1,27.0,9.0,18.0,4/14,0,1,4,14,438,0,0.0,0.9607413263271241,5.038491295878792,1.4567,Poor,90,30,127,86,0,0,4,8
2024,12,3,4,2.0,26.66,0,0,0,0,4,3,13,32.69,10.89,18.0,25/3,4,0,25,3,438,0,0.029763859724777346,4.284958879119759,5.038491295878792,2.4003,Poor,90,30,127,86,0,0,4,8
2025,8,2,1,1.0,33.33,0,0,0,0,1*,1,2,128.5,10.28,75.0,10/1,1,1,10,1,438,0,0.004692911457903685,0.3929748565485034,5.038491295878792,0.9247,Poor,90,30,127,86,0,0,4,8
2010,11,11,166,15.09,115.27,18,6,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,439,0,4.79099562364414,0.0,4.706521147302686,3.492,Below Average,18,17,237,0,0,0,0,3
2011,6,5,67,16.75,111.66,5,2,0,0,37*,0,0,0.0,0.0,0.0,,37,1,0,0,439,0,3.6739672699534904,0.0,4.706521147302686,2.9925,Below Average,18,17,237,0,0,0,0,3
2012,1,1,4,4.0,100.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,439,0,0.20932554836260303,0.0,4.706521147302686,0.9378,Poor,18,17,237,0,0,0,0,3
2022,9,3,23,23.0,143.75,2,1,0,0,13*,1,14,14.07,5.96,14.14,16/4,13,1,16,4,440,0,3.035475332281866,8.009085406343937,3.8939352351878425,4.871,Average,18,4,25,24,0,0,2,2
2024,9,1,2,2.0,200.0,0,0,0,0,2,1,10,38.5,10.13,22.8,29/2,2,0,29,2,440,0,0.10854272727951482,3.542555557614585,3.8939352351878425,1.7749,Poor,18,4,25,24,0,0,2,2
2009,4,3,38,19.0,95.0,2,1,0,0,30*,0,2,53.5,8.79,36.5,3/12,30,1,3,12,441,0,2.9076806607884507,0.9878011205033919,5.4425382585821085,3.0275,Below Average,62,54,1000,42,5,0,0,8
2010,1,1,11,11.0,220.0,2,0,0,0,11,0,1,35.0,8.75,24.0,3/12,11,0,3,12,441,0,1.8306598150302402,0.7876361501497187,5.4425382585821085,2.4495,Poor,62,54,1000,42,5,0,0,8
2013,10,9,165,41.25,132.0,20,3,0,0,44,0,7,26.42,8.74,18.14,3/12,44,0,3,12,441,0,6.359489955088952,3.886047732520014,5.4425382585821085,6.5936,Good,62,54,1000,42,5,0,0,8
2014,4,2,9,4.5,64.28,1,0,0,0,9,0,4,24.0,9.6,15.0,3/12,9,0,3,12,441,0,0.326324394177848,2.805654896232777,5.4425382585821085,2.233,Poor,62,54,1000,42,5,0,0,8
2015,9,9,287,41.0,136.01,19,13,2,0,74*,0,11,14.36,6.32,13.63,3/12,74,1,3,12,441,0,7.166982717525424,7.175343368272351,5.4425382585821085,8.437,Very Good,62,54,1000,42,5,0,0,8
2016,17,15,182,15.16,115.18,15,6,0,0,31*,0,12,34.58,7.98,26.0,3/12,31,1,3,12,441,0,4.92187879291226,4.6740830672273,5.4425382585821085,5.9167,Good,62,54,1000,42,5,0,0,8
2017,12,11,277,46.16,136.45,28,4,3,0,55*,0,1,248.0,10.33,144.0,3/12,55,1,3,12,441,0,7.287981823560562,0.10673595397017888,5.4425382585821085,5.7908,Good,62,54,1000,42,5,0,0,8
2021,5,4,31,15.5,96.87,0,1,0,0,14,0,4,11.25,4.5,15.0,3/12,14,0,3,12,441,0,2.443405326951738,6.093855380631369,5.4425382585821085,4.5064,Average,62,54,1000,42,5,0,0,8
2009,2,1,8,8.0,100.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,442,0,0.6976994914718055,0.0,4.954279559494272,1.3757,Poor,70,23,126,77,0,0,0,8
2010,2,2,9,9.0,56.25,1,0,0,0,7*,0,0,0.0,0.0,0.0,,7,1,0,0,442,0,0.5294987888649304,0.0,4.954279559494272,1.2865,Poor,70,23,126,77,0,0,0,8
2011,11,5,40,20.0,160.0,3,2,0,0,16*,0,13,25.0,7.55,19.84,4/20,16,1,4,20,442,0,3.701726003087249,5.756795648290918,4.954279559494272,5.0245,Average,70,23,126,77,0,0,0,8
2012,16,4,3,1.5,60.0,0,0,0,0,2*,0,25,18.12,7.19,15.12,4/20,2,1,4,20,442,0,0.03757469756421392,8.376620367023445,4.954279559494272,3.524,Below Average,70,23,126,77,0,0,0,8
2013,10,6,57,11.4,196.55,6,3,0,0,23*,0,7,47.85,8.37,34.28,4/20,23,1,4,20,442,0,3.6988429613915876,2.8175331962743617,4.954279559494272,3.8975,Below Average,70,23,126,77,0,0,0,8
2014,12,2,4,0.0,133.33,0,0,0,0,4*,0,12,30.58,7.64,24.0,4/20,4,1,4,20,442,0,0.0,5.057020018677308,4.954279559494272,2.53,Below Average,70,23,126,77,0,0,0,8
2015,7,1,4,0.0,133.33,0,0,0,0,4*,0,10,20.6,7.35,16.8,4/20,4,1,4,20,442,0,0.0,5.6550054299976065,4.954279559494272,2.6619,Below Average,70,23,126,77,0,0,0,8
2016,10,2,1,0.0,100.0,0,0,0,0,1*,0,10,29.7,8.36,21.3,4/20,1,1,4,20,442,0,0.0,4.50149607899745,4.954279559494272,2.4514,Poor,70,23,126,77,0,0,0,8
2018,11,2,10,10.0,142.85,2,0,0,0,10*,0,14,20.64,6.99,17.71,3/27,10,1,3,27,443,0,1.251374913948653,6.607878527794978,3.6411000601732697,3.2741,Below Average,19,7,12,19,0,0,0,4
2019,5,3,0,0.0,0.0,0,0,0,0,0*,0,3,63.66,10.05,38.0,3/27,0,1,3,27,443,0,0.0,1.0718230946180447,3.6411000601732697,0.6021,Poor,19,7,12,19,0,0,0,4
2020,2,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,443,0,0.004692911457903685,0.0,3.6411000601732697,0.3384,Poor,19,7,12,19,0,0,0,4
2021,1,1,1,0.0,100.0,0,0,0,0,1*,0,2,14.5,7.25,12.0,3/27,1,1,3,27,443,0,0.0,2.9702075869340723,3.6411000601732697,1.4915,Poor,19,7,12,19,0,0,0,4
2022,13,2,6,6.0,100.0,1,0,0,0,4,3,16,26.5,9.31,17.06,46/4,4,0,46,4,445,0,0.43366393456570335,5.610904556447792,4.233525650352914,2.7313,Below Average,21,3,8,24,0,0,5,2
2026,8,1,2,0.0,100.0,0,0,0,0,2*,2,8,31.12,8.89,21.0,21/2,2,1,21,2,445,0,0.0,3.7876687896329866,4.233525650352914,1.9742,Poor,21,3,8,24,0,0,5,2
2023,10,3,7,0.0,77.77,0,0,0,0,6*,1,7,46.57,10.51,26.57,30/2,6,1,30,2,446,0,0.0,2.4751366567931075,3.962008412928698,1.3078,Poor,20,5,10,24,0,0,4,2
2024,10,2,3,3.0,33.33,0,0,0,0,3,3,17,21.64,10.36,12.52,14/3,3,0,14,3,446,0,0.04168442654527464,5.992322937570664,3.962008412928698,2.4203,Poor,20,5,10,24,0,0,4,2
2026,10,10,170,28.33,141.66,11,12,1,0,54*,3,0,0.0,0.0,0.0,,54,1,0,0,447,0,5.976200801040589,0.0,7.311723042807013,5.6293,Good,10,10,170,0,1,0,3,1
2008,15,2,0,0.0,0.0,0,0,0,0,0*,0,14,30.0,7.63,23.57,5/21,0,1,5,21,448,0,0.0,5.469986369617104,3.8034221369062085,2.406,Poor,32,10,37,34,0,0,0,4
2009,11,5,33,11.0,126.92,5,0,0,0,23*,0,16,15.06,6.91,13.06,5/21,23,1,5,21,448,0,2.431531201882874,7.79298952770902,3.8034221369062085,4.2542,Average,32,10,37,34,0,0,0,4
2010,4,2,4,4.0,80.0,0,0,0,0,4*,0,3,39.33,9.07,26.0,5/21,4,1,5,21,448,0,0.16987236336961847,1.7011768974346761,3.8034221369062085,1.1585,Poor,32,10,37,34,0,0,0,4
2017,2,1,0,0.0,0.0,0,0,0,0,0*,0,1,57.0,8.14,42.0,5/21,0,1,5,21,448,0,0.0,0.5440435210802942,3.8034221369062085,0.7358,Poor,32,10,37,34,0,0,0,4
2008,6,3,30,10.0,111.11,3,0,0,0,17,0,3,42.33,8.65,29.33,3/17,17,0,3,17,449,0,2.0680514096619387,1.6681838301154945,5.4105764143651705,2.8423,Below Average,54,16,113,30,0,0,0,6
2009,10,2,21,0.0,105.0,0,0,0,0,11*,0,4,50.25,5.91,51.0,3/17,11,1,3,17,449,0,0.0,2.3779489731722556,5.4105764143651705,2.0214,Poor,54,16,113,30,0,0,0,6
2010,10,2,22,11.0,100.0,2,0,0,0,21,0,9,28.11,6.48,26.0,3/17,21,0,3,17,449,0,1.734235101511096,4.966818092709265,5.4105764143651705,3.6314,Below Average,54,16,113,30,0,0,0,6
2011,6,3,12,12.0,80.0,1,0,0,0,11,0,1,166.0,7.96,125.0,3/17,11,0,3,17,449,0,1.080896113770619,0.20335053467758282,5.4105764143651705,1.8913,Poor,54,16,113,30,0,0,0,6
2012,11,4,26,0.0,123.8,1,1,0,0,14*,0,4,66.5,7.38,54.0,3/17,14,1,3,17,449,0,0.0,1.6616178138698605,5.4105764143651705,1.6203,Poor,54,16,113,30,0,0,0,6
2013,11,2,2,2.0,66.66,0,0,0,0,2*,0,9,31.55,7.28,26.0,3/17,2,1,3,17,449,0,0.037113199714171013,4.440347498327916,5.4105764143651705,2.3911,Poor,54,16,113,30,0,0,0,6
2009,4,4,60,15.0,89.55,4,2,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,450,0,3.1081696783794226,0.0,6.445336831982103,3.3124,Below Average,106,106,2619,0,13,2,0,11
2010,15,15,458,35.23,156.84,36,26,2,1,127,0,0,0.0,0.0,0.0,,127,0,0,0,450,0,7.81000155418702,0.0,6.445336831982103,6.5852,Good,106,106,2619,0,13,2,0,11
2011,16,16,434,27.12,128.02,34,20,3,0,95,0,0,0.0,0.0,0.0,,95,0,0,0,450,0,7.0825100212482885,0.0,6.445336831982103,5.9945,Good,106,106,2619,0,13,2,0,11
2012,14,14,336,25.84,125.84,39,10,0,1,113,0,0,0.0,0.0,0.0,,113,0,0,0,450,0,6.632661847551784,0.0,6.445336831982103,5.5904,Good,106,106,2619,0,13,2,0,11
2013,15,15,312,22.28,109.09,27,8,2,0,55,0,0,0.0,0.0,0.0,,55,0,0,0,450,0,6.123253359512396,0.0,6.445336831982103,5.1611,Average,106,106,2619,0,13,2,0,11
2014,11,11,207,18.81,107.81,20,5,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,450,0,5.303910869293467,0.0,6.445336831982103,4.6008,Average,106,106,2619,0,13,2,0,11
2015,11,11,251,22.81,110.08,27,8,0,0,39,0,0,0.0,0.0,0.0,,39,0,0,0,450,0,5.866053288245656,0.0,6.445336831982103,5.0003,Average,106,106,2619,0,13,2,0,11
2016,14,14,453,34.84,124.45,50,10,5,0,89,0,0,0.0,0.0,0.0,,89,0,0,0,450,0,7.454172949829343,0.0,6.445336831982103,6.3487,Good,106,106,2619,0,13,2,0,11
2018,1,1,12,12.0,120.0,0,1,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,450,0,1.4153925991899239,0.0,6.445336831982103,2.4342,Poor,106,106,2619,0,13,2,0,11
2019,2,2,64,32.0,104.91,6,1,0,0,38,0,0,0.0,0.0,0.0,,38,0,0,0,450,0,4.390270636220044,0.0,6.445336831982103,4.0827,Average,106,106,2619,0,13,2,0,11
2020,3,3,32,10.66,74.41,4,0,0,0,21,0,0,0.0,0.0,0.0,,21,0,0,0,450,0,1.7821851544824767,0.0,6.445336831982103,2.5828,Below Average,106,106,2619,0,13,2,0,11
2016,10,1,0,0.0,0.0,0,0,0,0,0*,0,7,34.42,8.45,24.42,3/21,0,1,3,21,451,0,0.0,3.4167165483482305,4.8338362261190335,2.1864,Poor,42,13,35,35,0,0,0,6
2018,2,1,1,1.0,50.0,0,0,0,0,1,0,3,17.66,7.57,14.0,3/21,1,0,3,21,451,0,0.007034226019245297,3.2803220749913247,4.8338362261190335,1.9429,Poor,42,13,35,35,0,0,0,6
2019,10,3,3,3.0,60.0,0,0,0,0,1*,0,5,51.0,7.5,40.8,3/21,1,1,3,21,451,0,0.07417425603883662,2.3303769481861387,4.8338362261190335,1.7817,Poor,42,13,35,35,0,0,0,6
2020,9,1,4,4.0,100.0,0,0,0,0,4,0,10,23.5,7.46,18.9,3/21,4,0,3,21,451,0,0.20932554836260303,5.30373388768883,4.8338362261190335,2.8031,Below Average,42,13,35,35,0,0,0,6
2021,3,2,15,7.5,62.5,1,0,0,0,9,0,1,97.0,8.81,66.0,3/21,9,0,3,21,451,0,0.7509667306527585,0.3084643306626125,4.8338362261190335,1.64,Poor,42,13,35,35,0,0,0,6
2022,8,5,12,4.0,85.71,1,1,0,0,6,0,9,25.33,7.86,19.33,14/2,6,0,14,2,451,0,0.4859926231761438,4.762230236653995,4.8338362261190335,2.5796,Below Average,42,13,35,35,0,0,0,6
2008,4,3,24,12.0,109.09,2,1,0,0,9,0,2,25.5,10.2,15.0,2/29,9,0,2,29,452,0,2.0043019916263423,1.5898888708606642,7.03257241222424,3.2958,Below Average,4,3,24,2,0,0,0,1
2018,7,2,1,1.0,33.33,0,0,0,0,1,0,7,32.85,8.36,23.57,3/16,1,0,3,16,454,0,0.004692911457903685,3.530682692612608,4.053355254938998,1.9351,Poor,31,9,13,30,0,0,1,4
2021,14,5,8,0.0,57.14,0,1,0,0,8*,0,14,31.14,8.41,22.21,3/16,8,1,3,16,454,0,0.0,5.150601297992124,4.053355254938998,2.3558,Poor,31,9,13,30,0,0,1,4
2022,8,1,3,0.0,60.0,0,0,0,0,3*,1,8,30.5,7.62,24.0,18/3,3,1,18,3,454,0,0.0,4.156473567602962,4.053355254938998,2.0333,Poor,31,9,13,30,0,0,1,4
2023,2,1,1,0.0,100.0,0,0,0,0,1*,0,1,79.0,11.28,42.0,38/1,1,1,38,1,454,0,0.0,0.2964615364094274,4.053355254938998,0.6409,Poor,31,9,13,30,0,0,1,4
2009,13,4,8,4.0,100.0,1,0,0,0,4,0,14,18.64,5.22,21.42,3/11,4,0,3,11,455,0,0.3915605275716404,7.619757141535143,5.026575402939944,3.5677,Below Average,40,8,20,46,0,0,0,4
2010,12,1,1,1.0,50.0,0,0,0,0,1,0,15,21.93,6.85,19.2,3/11,1,0,3,11,455,0,0.007034226019245297,6.680247390666477,5.026575402939944,3.0883,Below Average,40,8,20,46,0,0,0,4
2011,5,1,5,0.0,62.5,0,0,0,0,5*,0,2,70.5,7.42,57.0,3/11,5,1,3,11,455,0,0.0,0.9024856294097283,5.026575402939944,1.2807,Poor,40,8,20,46,0,0,0,4
2012,10,2,6,3.0,66.66,0,0,0,0,6,0,15,17.33,6.5,16.0,3/11,6,0,3,11,455,0,0.15981906477129948,7.4184421252923505,5.026575402939944,3.3596,Below Average,40,8,20,46,0,0,0,4
2025,16,13,343,31.18,138.3,23,16,2,0,59,9,0,0.0,0.0,0.0,,59,0,0,0,456,0,7.056493988559827,0.0,7.465845916413725,6.6137,Good,16,13,343,0,2,0,9,1
2024,7,7,140,23.33,177.21,12,10,1,0,62*,3,0,0.0,0.0,0.0,,62,1,0,0,457,0,5.7479296958901465,0.0,6.32458110132502,4.8656,Average,37,33,710,0,3,0,24,3
2025,16,12,252,31.5,182.6,24,13,0,0,46,12,0,0.0,0.0,0.0,,46,0,0,0,457,0,7.028172842244162,0.0,6.32458110132502,5.9768,Good,37,33,710,0,3,0,24,3
2026,14,14,318,26.5,147.22,31,13,2,0,57,9,0,0.0,0.0,0.0,,57,0,0,0,457,0,6.810360313239627,0.0,6.32458110132502,5.9964,Good,37,33,710,0,3,0,24,3
2009,8,8,168,24.0,116.66,11,11,2,0,68,0,0,0.0,0.0,0.0,,68,0,0,0,458,0,5.460880602322561,0.0,6.061163785930554,4.4106,Average,113,94,1554,0,6,0,0,10
2010,14,14,377,31.41,132.28,42,15,2,0,94*,0,0,0.0,0.0,0.0,,94,1,0,0,458,0,7.136863891676578,0.0,6.061163785930554,5.9081,Good,113,94,1554,0,6,0,0,10
2011,14,14,160,12.3,99.37,11,11,0,0,29,0,0,0.0,0.0,0.0,,29,0,0,0,458,0,4.263733143933122,0.0,6.061163785930554,3.7731,Below Average,113,94,1554,0,6,0,0,10
2012,18,16,255,23.18,113.83,21,13,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,458,0,5.956895731681271,0.0,6.061163785930554,4.9887,Average,113,94,1554,0,6,0,0,10
2013,2,2,9,9.0,90.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,458,0,0.7722327047732049,0.0,6.061163785930554,1.9152,Poor,113,94,1554,0,6,0,0,10
2014,11,10,232,38.66,144.09,14,17,1,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,458,0,6.867531499974374,0.0,6.061163785930554,5.7325,Good,113,94,1554,0,6,0,0,10
2015,14,11,137,13.7,113.22,12,4,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,458,0,4.375433787478077,0.0,6.061163785930554,3.9726,Below Average,113,94,1554,0,6,0,0,10
2016,17,13,136,13.6,98.55,7,5,0,0,37,0,0,0.0,0.0,0.0,,37,0,0,0,458,0,4.169526660917104,0.0,6.061163785930554,3.7898,Below Average,113,94,1554,0,6,0,0,10
2017,14,5,79,19.75,121.53,2,3,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,458,0,4.222357013449982,0.0,6.061163785930554,3.8873,Below Average,113,94,1554,0,6,0,0,10
2018,1,1,1,1.0,25.0,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,458,0,0.003521498441860856,0.0,6.061163785930554,1.2748,Poor,113,94,1554,0,6,0,0,10
2026,13,3,14,14.0,155.55,0,1,0,0,10*,3,14,31.42,10.11,18.64,21/2,10,1,21,2,459,0,1.9722685787574645,4.704477632173474,7.397105643841989,4.685,Average,13,3,14,14,0,0,3,1
2020,5,2,33,16.5,113.79,4,0,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,460,0,2.7833536061446558,0.0,7.0971227355598625,3.3112,Below Average,5,2,33,0,0,0,0,1
2013,1,1,9,9.0,150.0,0,1,0,0,9,0,1,29.0,7.25,24.0,4/14,9,0,4,14,461,0,1.1215916972651632,1.0845370838547566,4.861158869357123,2.0806,Poor,37,16,82,46,0,0,0,7
2015,11,5,20,5.0,111.11,2,1,0,0,6,0,15,21.4,7.55,17.0,4/14,6,0,4,14,461,0,1.053833427418315,6.496331953834925,4.861158869357123,3.4463,Below Average,37,16,82,46,0,0,0,7
2016,4,2,9,0.0,64.28,1,0,0,0,7*,0,3,38.0,7.6,30.0,4/14,7,1,4,14,461,0,0.0,1.9856330328373517,4.861158869357123,1.5646,Poor,37,16,82,46,0,0,0,7
2017,8,3,14,4.66,116.66,0,2,0,0,6,0,15,15.2,8.04,11.33,4/14,6,0,4,14,461,0,0.7981687034358419,7.207793860669059,4.861158869357123,3.6597,Below Average,37,16,82,46,0,0,0,7
2020,7,2,25,25.0,166.66,4,0,0,0,24*,0,5,41.2,7.92,31.2,4/14,24,1,4,14,461,0,3.4342784045292185,2.589895616176344,4.861158869357123,3.6987,Below Average,37,16,82,46,0,0,0,7
2021,5,2,4,2.0,80.0,0,0,0,0,3,0,7,18.14,6.35,17.14,4/14,3,0,4,14,461,0,0.08749219629628024,5.454573929691492,4.861158869357123,2.7202,Below Average,37,16,82,46,0,0,0,7
2022,1,1,1,0.0,50.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,461,0,0.0,0.0,4.861158869357123,0.9354,Poor,37,16,82,46,0,0,0,7
2021,3,2,18,18.0,112.5,0,1,0,0,12,0,1,98.0,8.16,72.0,1/20,12,0,1,20,462,0,2.1660177879249614,0.3284361064978986,3.3380120127023716,1.6322,Poor,13,4,19,14,0,0,1,2
2023,10,2,1,0.5,14.28,0,0,0,0,1,1,13,26.07,8.92,17.53,30/4,1,0,30,4,462,0,0.00100663728001097,5.255990976563134,3.3380120127023716,2.1466,Poor,13,4,19,14,0,0,1,2
2011,2,2,26,26.0,118.18,0,1,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,463,0,3.097146474069797,0.0,6.85171634801522,3.3884,Below Average,2,2,26,0,0,0,0,1
2019,13,2,2,2.0,50.0,0,0,0,0,2,0,11,36.09,8.27,26.18,2/24,2,0,2,24,465,0,0.02792882141790685,4.305131642088443,4.057492394411506,2.0481,Poor,30,7,33,20,0,0,2,4
2020,13,3,27,27.0,100.0,3,0,0,0,12*,0,6,63.16,8.29,45.66,2/24,12,1,2,24,465,0,2.982980591149005,2.1283957328833654,4.057492394411506,2.8572,Below Average,30,7,33,20,0,0,2,4
2021,2,1,2,2.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,465,0,0.02792882141790685,0.0,4.057492394411506,0.6056,Poor,30,7,33,20,0,0,2,4
2022,2,1,2,2.0,100.0,0,0,0,0,2,2,3,24.0,12.0,12.0,36/2,2,0,36,2,465,0,0.0553153012051216,1.9895753181029918,4.057492394411506,1.1247,Poor,30,7,33,20,0,0,2,4
2023,8,3,16,16.0,76.19,2,0,0,0,13,2,11,19.9,7.82,15.27,38/4,13,0,38,4,466,0,1.5259558990116582,5.820098618746849,3.794497026121261,3.2286,Below Average,18,6,18,25,0,0,6,2
2024,10,3,2,0.0,50.0,0,0,0,0,2*,4,14,26.57,10.19,15.64,49/3,2,1,49,3,466,0,0.0,5.072672228965446,3.794497026121261,2.0917,Poor,18,6,18,25,0,0,6,2
2023,14,10,241,26.78,145.18,23,12,2,0,64,4,0,0.0,0.0,0.0,,64,0,0,0,468,0,6.418125580355868,0.0,7.4215323339199415,6.0154,Good,14,10,241,0,2,0,4,1
2024,6,6,109,18.17,129.76,9,6,0,0,49,2,0,0.0,0.0,0.0,,49,0,0,0,469,0,4.632522162635556,0.0,5.018708723732491,3.5939,Below Average,30,27,543,0,2,0,10,3
2025,16,15,369,30.75,145.84,28,21,2,0,70,6,0,0.0,0.0,0.0,,70,0,0,0,469,0,7.213820746843095,0.0,5.018708723732491,5.5006,Good,30,27,543,0,2,0,10,3
2026,8,6,65,10.83,114.03,4,4,0,0,25,2,0,0.0,0.0,0.0,,25,0,0,0,469,0,3.1031232280909453,0.0,5.018708723732491,2.7449,Below Average,30,27,543,0,2,0,10,3
2014,2,2,16,8.0,114.28,3,0,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,470,0,1.2711462268802542,0.0,3.874766530896163,1.2496,Poor,3,3,20,0,0,0,0,2
2015,1,1,4,4.0,57.14,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,470,0,0.12338284543594205,0.0,3.874766530896163,0.516,Poor,3,3,20,0,0,0,0,2
