season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2008,6,6,95,19.0,96.93,5,1,0,0,26*,0,0,0.0,0.0,0.0,,26,1,0,0,1,0,4.114790089684276,0.0,7.1594970197685655,4.1954,Average,169,157,4697,0,37,2,0,13
2010,7,7,111,15.85,93.27,7,0,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,1,0,4.029415953497283,0.0,7.1594970197685655,4.0457,Average,169,157,4697,0,37,2,0,13
2011,16,13,312,34.66,128.39,21,14,2,0,65,0,0,0.0,0.0,0.0,,65,0,0,0,1,0,6.967878229539856,0.0,7.1594970197685655,6.3671,Good,169,157,4697,0,37,2,0,13
2012,16,13,319,39.87,161.11,26,15,3,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,1,0,7.513591812869125,0.0,7.1594970197685655,6.8894,Good,169,157,4697,0,37,2,0,13
2013,14,14,360,36.0,164.38,34,15,2,0,64,0,0,0.0,0.0,0.0,,64,0,0,0,1,0,7.568195076315677,0.0,7.1594970197685655,6.7006,Good,169,157,4697,0,37,2,0,13
2014,14,13,395,35.9,158.63,26,24,3,0,89*,0,0,0.0,0.0,0.0,,89,1,0,0,1,0,7.644560876472512,0.0,7.1594970197685655,6.8006,Good,169,157,4697,0,37,2,0,13
2015,16,14,513,46.63,175.08,60,22,2,1,133*,0,0,0.0,0.0,0.0,,133,1,0,0,1,0,8.518299178012366,0.0,7.1594970197685655,7.783,Very Good,169,157,4697,0,37,2,0,13
2016,16,16,687,52.84,168.79,57,37,6,1,129*,0,0,0.0,0.0,0.0,,129,1,0,0,1,0,9.053870469916433,0.0,7.1594970197685655,8.1539,Very Good,169,157,4697,0,37,2,0,13
2017,9,9,216,27.0,132.51,12,16,1,0,89*,0,0,0.0,0.0,0.0,,89,1,0,0,1,0,6.14957595362985,0.0,7.1594970197685655,5.69,Good,169,157,4697,0,37,2,0,13
2018,12,11,480,53.33,174.54,39,30,6,0,90*,0,0,0.0,0.0,0.0,,90,1,0,0,1,0,8.609305308115927,0.0,7.1594970197685655,7.764,Very Good,169,157,4697,0,37,2,0,13
2019,13,13,442,44.2,154.0,31,26,5,0,82*,0,0,0.0,0.0,0.0,,82,1,0,0,1,0,8.0531030392041,0.0,7.1594970197685655,7.3389,Very Good,169,157,4697,0,37,2,0,13
2020,15,14,454,45.4,158.74,33,23,5,0,73*,0,0,0.0,0.0,0.0,,73,1,0,0,1,0,8.171041616595309,0.0,7.1594970197685655,7.4668,Very Good,169,157,4697,0,37,2,0,13
2021,15,14,313,31.3,148.34,23,16,2,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,1,0,7.031833765987367,0.0,7.1594970197685655,6.3889,Good,169,157,4697,0,37,2,0,13
2026,11,1,2,0.0,66.66,0,0,0,0,2*,1,15,25.93,10.01,15.53,17/2,2,1,17,2,2,0,0.0,5.334680177667469,7.342529123104505,3.5944,Below Average,11,1,2,15,0,0,1,1
2008,5,5,42,8.4,80.76,5,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,3,0,1.9009792252824185,0.0,4.6527749289976255,2.0445,Poor,7,6,53,0,0,0,0,2
2009,2,1,11,11.0,57.89,2,0,0,0,11,0,0,0.0,0.0,0.0,,11,0,0,0,3,0,0.7487655778073897,0.0,4.6527749289976255,1.2279,Poor,7,6,53,0,0,0,0,2
2010,1,1,21,21.0,100.0,0,1,0,0,21,0,0,0.0,0.0,0.0,,21,0,0,0,4,0,2.3810379662339765,0.0,6.218291957498627,2.8345,Below Average,92,90,2091,1,15,0,1,11
2011,6,6,47,7.83,102.17,3,3,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,4,0,2.200497560648544,0.0,6.218291957498627,2.6103,Below Average,92,90,2091,1,15,0,1,11
2012,2,2,55,27.5,107.84,8,0,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,4,0,4.021400872618029,0.0,6.218291957498627,3.8125,Below Average,92,90,2091,1,15,0,1,11
2013,14,14,456,32.57,135.71,54,16,4,0,67,0,1,49.0,12.25,24.0,1/11,67,0,1,11,4,0,7.49043772172668,0.42951864566300796,6.218291957498627,6.4532,Good,92,90,2091,1,15,0,1,11
2014,13,13,309,28.09,117.49,31,9,2,0,88*,0,0,0.0,0.0,0.0,,88,1,0,0,4,0,6.536347186297162,0.0,6.218291957498627,5.4857,Average,92,90,2091,1,15,0,1,11
2015,3,3,23,11.5,69.69,4,0,0,0,10*,0,0,0.0,0.0,0.0,,10,1,0,0,4,0,1.4737769441989599,0.0,6.218291957498627,2.3032,Poor,92,90,2091,1,15,0,1,11
2016,13,12,393,39.3,131.43,45,11,5,0,74,0,0,0.0,0.0,0.0,,74,0,0,0,4,0,7.500407395628321,0.0,6.218291957498627,6.3142,Good,92,90,2091,1,15,0,1,11
2017,13,13,299,24.91,166.11,25,19,2,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,4,0,6.806497405863063,0.0,6.218291957498627,5.7013,Good,92,90,2091,1,15,0,1,11
2018,10,9,134,16.75,134.0,6,8,0,0,46,0,0,0.0,0.0,0.0,,46,0,0,0,4,0,4.8466231490751035,0.0,6.218291957498627,4.2087,Average,92,90,2091,1,15,0,1,11
2020,12,12,268,22.33,111.2,28,8,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,4,0,5.941594841536062,0.0,6.218291957498627,4.971,Average,92,90,2091,1,15,0,1,11
2022,5,5,86,17.2,140.98,10,3,1,0,58,1,0,0.0,0.0,0.0,,58,0,0,0,4,0,4.3500745207006695,0.0,6.218291957498627,3.9757,Below Average,92,90,2091,1,15,0,1,11
2023,1,1,1,0.0,100.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,6,0,0.0,0.0,6.708162813864161,1.7261,Poor,1,1,1,0,0,0,0,1
2020,12,8,111,22.2,170.76,8,6,0,0,33,0,1,96.0,13.71,42.0,1/41,33,0,1,41,7,0,5.307222158414215,0.20412523628559937,5.903901255860832,4.5015,Average,71,60,857,1,0,0,20,7
2021,11,10,111,12.33,127.58,4,8,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,7,0,4.112127620632042,0.0,5.903901255860832,3.6949,Below Average,71,60,857,1,0,0,20,7
2022,2,2,4,2.0,57.14,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,7,0,0.06304023446003179,0.0,5.903901255860832,1.5742,Poor,71,60,857,1,0,0,20,7
2023,9,8,169,42.25,132.03,10,11,0,0,37*,4,0,0.0,0.0,0.0,,37,1,0,0,7,0,6.426646031100462,0.0,5.903901255860832,5.1763,Average,71,60,857,1,0,0,20,7
2024,16,12,182,18.2,168.51,15,11,0,0,37*,9,0,0.0,0.0,0.0,,37,1,0,0,7,0,5.69762631802733,0.0,5.903901255860832,4.5911,Average,71,60,857,1,0,0,20,7
2025,13,12,164,20.5,176.34,8,14,0,0,45,4,0,0.0,0.0,0.0,,45,0,0,0,7,0,5.781192543718982,0.0,5.903901255860832,4.6289,Average,71,60,857,1,0,0,20,7
2026,8,8,116,19.33,131.81,10,5,0,0,37*,2,0,0.0,0.0,0.0,,37,1,0,0,7,0,4.822786653389727,0.0,5.903901255860832,4.1534,Average,71,60,857,1,0,0,20,7
2008,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,8,0,0.0,0.0,6.708162813864161,1.7787,Poor,1,1,0,0,0,0,0,1
2022,1,1,4,4.0,50.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,9,0,0.10854272727951482,0.0,6.708162813864161,1.7706,Poor,1,1,4,0,0,0,0,1
2010,1,1,5,5.0,125.0,1,0,0,0,5,0,1,39.0,13.0,18.0,2/37,5,0,2,37,10,0,0.3835242699697573,0.501787297306258,4.365059668731753,0.9914,Poor,14,8,34,7,0,0,0,3
2011,12,6,27,9.0,135.0,3,1,0,0,11,0,5,64.2,9.44,40.8,2/37,11,0,2,37,10,0,2.050761036391547,1.6768893691241293,4.365059668731753,2.4107,Poor,14,8,34,7,0,0,0,3
2013,1,1,2,2.0,100.0,0,0,0,0,2,0,1,37.0,9.25,24.0,2/37,2,0,2,37,10,0,0.0553153012051216,0.7145131660483486,4.365059668731753,0.9626,Poor,14,8,34,7,0,0,0,3
2022,8,7,108,18.0,144.0,14,3,0,0,43,4,0,0.0,0.0,0.0,,43,0,0,0,12,0,4.748786017545587,0.0,5.133613067720663,3.8091,Below Average,27,20,292,0,0,0,17,4
2023,9,6,114,19.0,137.34,6,7,0,0,42,4,0,0.0,0.0,0.0,,42,0,0,0,12,0,4.831637244432201,0.0,5.133613067720663,3.8352,Below Average,27,20,292,0,0,0,17,4
2024,2,2,9,4.5,56.25,1,0,0,0,8,2,0,0.0,0.0,0.0,,8,0,0,0,12,0,0.2894538841448775,0.0,5.133613067720663,1.1159,Poor,27,20,292,0,0,0,17,4
2025,8,5,61,12.2,100.0,2,4,0,0,43,7,0,0.0,0.0,0.0,,43,0,0,0,12,0,3.008605803345163,0.0,5.133613067720663,2.7629,Below Average,27,20,292,0,0,0,17,4
2008,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,13,0,0.0,0.0,2.7354409065413066,0.0093,Poor,3,2,19,0,0,0,0,2
2013,1,1,19,19.0,90.47,1,0,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,13,0,2.045964487638005,0.0,2.7354409065413066,1.3438,Poor,3,2,19,0,0,0,0,2
2010,13,11,183,20.33,110.24,16,4,1,0,53*,0,0,0.0,0.0,0.0,,53,1,0,0,14,0,5.271913375969363,0.0,4.329971735892187,3.802,Below Average,21,16,217,1,1,0,0,3
2011,3,2,10,5.0,55.55,2,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,14,0,0.3456801008596958,0.0,4.329971735892187,0.8488,Poor,21,16,217,1,1,0,0,3
2012,5,3,24,12.0,92.3,1,1,0,0,19,0,1,38.0,6.33,36.0,1/13,19,0,1,13,14,0,1.8292109686030944,0.9690400494303547,4.329971735892187,2.1995,Poor,21,16,217,1,1,0,0,3
2008,14,10,206,25.75,149.27,16,9,0,0,45*,0,1,68.0,9.71,42.0,3/13,45,1,3,13,15,0,6.183406945282394,0.39309142816169124,5.874804544518462,5.1717,Average,60,50,672,9,0,0,0,7
2009,13,11,193,21.44,126.97,14,7,0,0,35,0,4,21.0,7.0,18.0,3/13,35,0,3,13,15,0,5.613813625137965,3.6627305264501917,5.874804544518462,6.183,Good,60,50,672,9,0,0,0,7
2010,3,3,58,29.0,113.72,4,2,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,15,0,4.234035949500382,0.0,5.874804544518462,3.7679,Below Average,60,50,672,9,0,0,0,7
2011,10,9,61,8.71,91.04,9,0,0,0,17*,0,2,47.5,9.34,30.5,3/13,17,1,3,13,15,0,2.488191142666313,1.0372566987352108,5.874804544518462,2.9062,Below Average,60,50,672,9,0,0,0,7
2012,4,4,45,15.0,91.83,2,1,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,15,0,2.78387476066648,0.0,5.874804544518462,2.8803,Below Average,60,50,672,9,0,0,0,7
2013,11,9,66,11.0,90.41,5,0,0,0,25*,0,2,29.5,7.37,24.0,3/13,25,1,3,13,15,0,2.8536777773783784,1.818166365170739,5.874804544518462,3.417,Below Average,60,50,672,9,0,0,0,7
2014,5,4,43,14.33,91.48,5,1,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,15,0,2.669310935994175,0.0,5.874804544518462,2.7893,Below Average,60,50,672,9,0,0,0,7
2009,9,7,78,19.5,127.86,5,3,0,0,36*,0,0,0.0,0.0,0.0,,36,1,0,0,16,0,4.256268494676203,0.0,6.4606566262749725,3.9433,Below Average,22,16,194,0,0,0,0,3
2010,6,5,56,28.0,116.66,3,3,0,0,32*,0,0,0.0,0.0,0.0,,32,1,0,0,16,0,4.174248355204434,0.0,6.4606566262749725,4.0378,Average,22,16,194,0,0,0,0,3
2011,7,4,60,20.0,103.44,5,1,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,16,0,3.6615884197340187,0.0,6.4606566262749725,3.5217,Below Average,22,16,194,0,0,0,0,3
2018,3,3,63,63.0,190.9,3,5,0,0,46*,0,0,0.0,0.0,0.0,,46,1,0,0,17,0,6.122074828043262,0.0,5.899672187787269,5.0539,Average,92,89,2379,11,13,2,30,9
2019,3,3,9,4.5,100.0,1,0,0,0,5*,0,1,21.0,10.5,12.0,2/4,5,1,2,4,17,0,0.47957480403425523,1.0424564983890396,5.899672187787269,1.8703,Poor,92,89,2379,11,13,2,30,9
2020,8,7,71,14.2,126.78,6,3,0,0,31,0,2,45.5,9.1,30.0,2/4,31,0,2,4,17,0,3.699881068818984,1.0984979172508385,5.899672187787269,3.76,Below Average,92,89,2379,11,13,2,30,9
2021,8,7,98,16.33,130.66,7,4,0,0,33,0,4,16.0,6.4,15.0,2/4,33,0,2,4,17,0,4.353702004958616,4.433437809467384,5.899672187787269,5.568,Good,92,89,2379,11,13,2,30,9
2022,14,14,426,30.43,133.12,47,13,2,0,75,1,0,0.0,0.0,0.0,,75,0,0,0,17,0,7.272598712741339,0.0,5.899672187787269,5.949,Good,92,89,2379,11,13,2,30,9
2023,11,11,226,20.55,143.94,28,6,2,0,67,4,2,62.0,10.33,36.0,26/1,67,0,26,1,17,0,5.947908930151281,0.7575199598689314,5.899672187787269,5.2175,Average,92,89,2379,11,13,2,30,9
2024,16,16,484,32.27,204.21,36,42,3,0,75*,7,2,25.5,7.28,21.0,24/2,75,1,24,2,17,0,8.135181189023767,2.0378773562025874,5.899672187787269,7.7456,Very Good,92,89,2379,11,13,2,30,9
2025,14,13,439,33.77,193.39,46,28,2,1,141,8,0,0.0,0.0,0.0,,141,0,0,0,17,0,7.985345769677391,0.0,5.899672187787269,6.4775,Good,92,89,2379,11,13,2,30,9
2026,15,15,563,40.21,204.72,50,43,4,1,135*,10,0,0.0,0.0,0.0,,135,1,0,0,17,0,8.660810522207356,0.0,5.899672187787269,6.9653,Good,92,89,2379,11,13,2,30,9
2023,4,4,33,8.25,106.45,1,2,0,0,20,4,0,0.0,0.0,0.0,,20,0,0,0,18,0,1.9187792523560794,0.0,5.379114287433492,2.3477,Poor,35,33,769,0,4,0,9,4
2024,14,12,327,32.7,159.51,36,13,2,0,65,2,0,0.0,0.0,0.0,,65,0,0,0,18,0,7.256224791780576,0.0,5.379114287433492,5.6042,Good,35,33,769,0,4,0,9,4
2025,13,13,301,25.08,146.82,28,12,1,0,51,3,0,0.0,0.0,0.0,,51,0,0,0,18,0,6.652707384294558,0.0,5.379114287433492,5.0189,Average,35,33,769,0,4,0,9,4
2026,4,4,108,27.0,122.72,15,1,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,18,0,5.084478589046805,0.0,5.379114287433492,3.949,Below Average,35,33,769,0,4,0,9,4
2015,3,3,10,10.0,200.0,2,0,0,0,5*,0,1,128.0,10.66,72.0,2/27,5,1,2,27,19,0,1.5494381608469112,0.19714620347260597,6.953569201408803,2.5922,Below Average,3,3,10,1,0,0,0,1
2008,14,14,436,33.53,137.1,51,19,3,1,109*,0,0,0.0,0.0,0.0,,109,1,0,0,20,0,7.482562959603502,0.0,6.933847002415205,6.701,Good,80,80,2069,0,11,2,0,6
2009,16,16,495,30.93,152.3,54,29,3,0,85,0,0,0.0,0.0,0.0,,85,0,0,0,20,0,7.6950275598403115,0.0,6.933847002415205,6.8482,Good,80,80,2069,0,11,2,0,6
2010,16,16,289,18.06,156.21,31,16,1,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,20,0,6.224166677074782,0.0,6.933847002415205,5.6797,Good,80,80,2069,0,11,2,0,6
2011,14,14,383,27.35,129.83,41,18,2,1,106,0,0,0.0,0.0,0.0,,106,0,0,0,20,0,6.938916339918477,0.0,6.933847002415205,6.1207,Good,80,80,2069,0,11,2,0,6
2012,7,7,172,34.4,120.27,21,4,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,20,0,6.034793343169888,0.0,6.933847002415205,5.4963,Average,80,80,2069,0,11,2,0,6
2013,13,13,294,24.5,128.38,41,6,1,0,85*,0,0,0.0,0.0,0.0,,85,1,0,0,20,0,6.3997358410469705,0.0,6.933847002415205,5.8034,Good,80,80,2069,0,11,2,0,6
2017,4,3,7,3.5,58.33,0,0,0,0,5,0,3,44.66,9.57,28.0,2/21,5,0,2,21,21,0,0.18839063048105092,1.4822443104101128,4.1170463281470076,1.1869,Poor,9,7,25,6,0,0,0,3
2021,4,3,16,8.0,94.11,0,1,0,0,15,0,3,43.66,9.35,28.0,2/21,15,0,2,21,21,0,1.1149592168164655,1.5357285499072726,4.1170463281470076,1.8864,Poor,9,7,25,6,0,0,0,3
2026,1,1,2,0.0,100.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,21,0,0.0,0.0,4.1170463281470076,0.5168,Poor,9,7,25,6,0,0,0,3
2010,9,7,181,45.25,126.57,15,3,0,0,45*,0,0,0.0,0.0,0.0,,45,1,0,0,22,0,6.559236231567472,0.0,7.277978799768882,6.0168,Good,9,7,181,0,0,0,0,1
2016,5,1,0,0.0,0.0,0,0,0,0,0*,0,12,9.58,6.76,8.5,6/19,0,1,6,19,23,0,0.0,8.284073827275158,3.976511543990534,3.1214,Below Average,17,5,15,27,0,0,0,3
2017,6,1,5,5.0,71.42,1,0,0,0,5,0,7,23.28,8.21,17.0,6/19,5,0,6,19,23,0,0.23170070859471062,4.291366663246523,3.976511543990534,2.058,Poor,17,5,15,27,0,0,0,3
2023,6,3,10,3.33,62.5,0,0,0,0,7,0,8,23.5,8.54,16.5,22/3,7,0,22,3,23,0,0.2666560454072768,4.478520921046738,3.976511543990534,2.2798,Poor,17,5,15,27,0,0,0,3
2023,2,2,22,11.0,137.5,2,1,0,0,18,0,2,28.0,8.0,21.0,23/2,18,0,23,2,24,0,2.066162418875032,1.7786250908234669,6.85171634801522,3.3155,Below Average,2,2,22,2,0,0,0,1
2010,3,2,34,17.0,154.54,3,1,0,0,30,0,5,22.4,10.18,13.2,2/36,30,0,2,36,25,0,3.2379078180912026,3.2358153328114265,6.953569201408803,4.6579,Average,3,2,34,5,0,0,0,1
2010,7,4,50,12.5,138.88,5,3,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,26,0,3.201603125708031,0.0,5.0614913716085415,2.8717,Below Average,35,28,339,0,1,0,0,6
2013,5,5,123,24.6,146.42,14,5,1,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,26,0,5.378250562718737,0.0,5.0614913716085415,4.1349,Average,35,28,339,0,1,0,0,6
2014,15,12,126,15.75,128.57,16,3,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,26,0,4.622734868222253,0.0,5.0614913716085415,3.6765,Below Average,35,28,339,0,1,0,0,6
2015,2,2,14,7.0,82.35,1,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,26,0,0.8344879525886578,0.0,5.0614913716085415,1.5777,Poor,35,28,339,0,1,0,0,6
2016,3,2,8,4.0,53.33,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,26,0,0.2222222559135079,0.0,5.0614913716085415,1.0418,Poor,35,28,339,0,1,0,0,6
2017,3,3,18,6.0,78.26,3,0,0,0,18,0,0,0.0,0.0,0.0,,18,0,0,0,26,0,0.8639748930782,0.0,5.0614913716085415,1.5949,Poor,35,28,339,0,1,0,0,6
2010,3,3,42,21.0,100.0,5,1,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,27,0,3.221854788034775,0.0,6.953569201408803,3.3668,Below Average,3,3,42,0,0,0,0,1
2011,6,6,120,20.0,137.93,21,2,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,28,0,4.97771006168578,0.0,7.151699256297347,4.5916,Average,6,6,120,0,1,0,0,1
2021,6,6,146,29.2,122.68,12,4,0,0,42,0,0,0.0,0.0,0.0,,42,0,0,0,29,0,5.607523960979986,0.0,6.656663200738521,4.865,Average,69,66,1671,6,10,0,36,6
2022,14,12,381,47.63,139.05,25,19,3,0,68*,6,1,64.0,10.66,36.0,8/1,68,1,8,1,29,0,7.805931028523096,0.3812651851251278,6.656663200738521,6.8392,Good,69,66,1671,6,10,0,36,6
2023,13,13,248,22.55,125.88,18,8,1,0,50,10,1,70.0,8.57,49.0,24/1,50,0,24,1,29,0,6.019777324806411,0.4297508777455539,6.656663200738521,5.5474,Good,69,66,1671,6,10,0,36,6
2024,11,11,220,24.44,124.29,18,4,1,0,50,5,0,0.0,0.0,0.0,,50,0,0,0,29,0,5.947455567937342,0.0,6.656663200738521,5.159,Average,69,66,1671,6,10,0,36,6
2025,13,13,445,34.23,148.82,38,22,5,0,66,7,4,25.5,9.27,16.5,30/2,66,0,30,2,29,0,7.6553962834227685,2.7605104449388564,6.656663200738521,7.9755,Very Good,69,66,1671,6,10,0,36,6
2026,12,11,231,25.67,138.32,20,11,0,0,45,8,0,0.0,0.0,0.0,,45,0,0,0,29,0,6.232502993125232,0.0,6.656663200738521,5.5932,Good,69,66,1671,6,10,0,36,6
2009,4,1,0,0.0,0.0,0,0,0,0,0*,0,3,39.0,7.31,32.0,2/19,0,1,2,19,30,0,0.0,2.0040540578622106,3.400250238838045,0.9042,Poor,9,3,3,7,0,0,0,3
2010,2,1,1,0.0,100.0,0,0,0,0,1*,0,2,33.0,8.25,24.0,2/19,1,1,2,19,30,0,0.0,1.5352832496350226,3.400250238838045,0.8368,Poor,9,3,3,7,0,0,0,3
2013,3,1,2,2.0,50.0,0,0,0,0,2,0,2,39.0,6.5,36.0,2/19,2,0,2,19,30,0,0.02792882141790685,1.6212579639162226,3.400250238838045,0.7341,Poor,9,3,3,7,0,0,0,3
2008,2,2,4,2.0,23.52,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,31,0,0.026290747448201316,0.0,7.009296958267149,1.8292,Poor,212,197,5367,0,35,2,25,18
2009,8,7,144,24.0,117.07,12,3,2,0,62*,0,0,0.0,0.0,0.0,,62,1,0,0,31,0,5.25318600062416,0.0,7.009296958267149,4.8183,Average,212,197,5367,0,35,2,25,18
2011,10,7,120,20.0,122.44,12,2,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,31,0,4.8149229821856565,0.0,7.009296958267149,4.5157,Average,212,197,5367,0,35,2,25,18
2012,16,16,560,40.0,129.33,73,10,3,1,103*,0,0,0.0,0.0,0.0,,103,1,0,0,31,0,7.999966150687934,0.0,7.009296958267149,7.1885,Very Good,212,197,5367,0,35,2,25,18
2013,18,18,488,34.85,106.55,42,11,4,0,68*,0,0,0.0,0.0,0.0,,68,1,0,0,31,0,7.341126406280763,0.0,7.009296958267149,6.4465,Good,212,197,5367,0,35,2,25,18
2014,13,12,339,28.25,116.49,38,3,3,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,31,0,6.6618079273756114,0.0,7.009296958267149,6.0285,Good,212,197,5367,0,35,2,25,18
2015,14,13,540,49.09,130.75,53,13,4,0,91*,0,0,0.0,0.0,0.0,,91,1,0,0,31,0,8.252086480173661,0.0,7.009296958267149,7.4066,Very Good,212,197,5367,0,35,2,25,18
2016,14,14,480,43.63,126.64,54,9,6,0,74,0,0,0.0,0.0,0.0,,74,0,0,0,31,0,7.875873592930524,0.0,7.009296958267149,6.9423,Good,212,197,5367,0,35,2,25,18
2017,16,16,382,25.46,118.26,35,9,2,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,31,0,6.704469530279785,0.0,7.009296958267149,5.9103,Good,212,197,5367,0,35,2,25,18
2018,15,14,370,28.46,118.21,39,5,1,0,65*,0,0,0.0,0.0,0.0,,65,1,0,0,31,0,6.815034876449159,0.0,7.009296958267149,6.1111,Good,212,197,5367,0,35,2,25,18
2019,14,13,393,32.75,137.89,45,9,1,1,105*,0,0,0.0,0.0,0.0,,105,1,0,0,31,0,7.3119338869342,0.0,7.009296958267149,6.5083,Good,212,197,5367,0,35,2,25,18
2020,9,8,113,14.12,105.6,12,2,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,31,0,4.064590681426329,0.0,7.009296958267149,4.1078,Average,212,197,5367,0,35,2,25,18
2021,2,1,8,8.0,100.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,31,0,0.6976994914718055,0.0,7.009296958267149,2.2234,Poor,212,197,5367,0,35,2,25,18
2022,7,7,133,19.0,103.9,14,4,0,0,44,3,0,0.0,0.0,0.0,,44,0,0,0,31,0,4.661599461988024,0.0,7.009296958267149,4.5842,Average,212,197,5367,0,35,2,25,18
2023,14,11,326,32.6,172.48,24,16,2,0,71*,8,0,0.0,0.0,0.0,,71,1,0,0,31,0,7.35726833175772,0.0,7.009296958267149,6.5769,Good,212,197,5367,0,35,2,25,18
2024,13,12,242,20.17,123.46,23,7,0,0,45,1,0,0.0,0.0,0.0,,45,0,0,0,31,0,5.803866970235894,0.0,7.009296958267149,5.2572,Average,212,197,5367,0,35,2,25,18
2025,13,12,390,35.45,147.72,36,20,3,0,61,5,0,0.0,0.0,0.0,,61,0,0,0,31,0,7.5089405572228385,0.0,7.009296958267149,6.7407,Good,212,197,5367,0,35,2,25,18
2026,14,14,335,25.77,135.08,25,18,2,0,67,8,0,0.0,0.0,0.0,,67,0,0,0,31,0,6.7237574255247345,0.0,7.009296958267149,6.0585,Good,212,197,5367,0,35,2,25,18
2008,9,6,54,10.8,117.39,5,2,0,0,20,0,8,25.87,7.96,19.5,3/25,20,0,3,25,32,0,2.905378995199949,4.421284872979204,5.267212427779945,4.2649,Average,38,21,179,26,0,0,0,5
2009,11,7,66,33.0,115.78,3,3,0,0,39,0,6,47.33,9.16,31.0,3/25,39,0,3,25,32,0,4.606803042647139,2.421601597397572,5.267212427779945,4.5923,Average,38,21,179,26,0,0,0,5
2010,7,4,40,40.0,137.93,4,0,0,0,17,0,4,50.75,9.22,33.0,3/25,17,0,3,25,32,0,4.426386236732338,1.7220952075316882,5.267212427779945,4.207,Average,38,21,179,26,0,0,0,5
2011,7,2,7,7.0,116.66,1,0,0,0,7*,0,8,28.87,8.55,20.25,3/25,7,1,3,25,32,0,0.6376458252605264,4.027269336346482,5.267212427779945,2.838,Below Average,38,21,179,26,0,0,0,5
2013,4,2,12,12.0,75.0,0,0,0,0,9*,0,0,0.0,0.0,0.0,,9,1,0,0,32,0,1.0329019382024756,0.0,5.267212427779945,1.6698,Poor,38,21,179,26,0,0,0,5
2013,8,1,4,0.0,66.66,0,0,0,0,4*,0,6,26.0,6.24,25.0,4/13,4,1,4,13,33,0,0.0,4.312671893204252,7.240676269710922,3.0884,Below Average,8,1,4,6,0,0,0,1
2023,2,1,17,17.0,212.5,2,1,0,0,17,1,1,59.0,11.8,30.0,29/1,17,0,29,1,34,0,2.772608368577755,0.3741107912320579,3.8902370625136085,2.2474,Poor,9,4,25,5,0,0,1,3
2024,1,1,2,0.0,100.0,0,0,0,0,2*,0,1,55.0,15.71,21.0,55/1,2,1,55,1,34,0,0.0,0.3052586841714599,3.8902370625136085,0.5651,Poor,9,4,25,5,0,0,1,3
2025,6,2,6,6.0,300.0,0,1,0,0,6*,0,3,76.33,12.05,38.0,55/2,6,1,55,2,34,0,1.0329019382024756,0.7868702940523674,3.8902370625136085,1.3734,Poor,9,4,25,5,0,0,1,3
