season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2015,15,10,117,16.71,160.27,9,9,1,0,64,0,18,24.77,7.82,19.0,5/18,64,0,5,18,241,0
2016,14,7,92,30.66,109.52,11,2,0,0,45*,0,9,43.55,8.0,32.66,5/18,45,1,5,18,241,0
2017,11,7,16,8.0,100.0,0,1,0,0,7*,0,8,33.25,6.48,30.75,5/18,7,1,5,18,241,0
2018,13,3,29,9.66,80.55,3,1,0,0,19,0,7,38.57,8.48,27.28,5/18,19,0,5,18,241,0
2019,11,1,1,1.0,33.33,0,0,0,0,1,0,16,19.5,7.09,16.5,5/18,1,0,5,18,241,0
2021,3,2,4,0.0,100.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,241,0
2015,9,8,112,22.4,180.64,9,8,1,0,61*,0,1,176.0,10.35,102.0,3/20,61,1,3,20,242,0
2016,11,9,44,6.28,69.84,4,0,0,0,9,0,3,51.0,9.18,33.33,3/20,9,0,3,20,242,0
2017,17,16,250,35.71,156.25,11,20,0,0,35*,0,6,35.5,8.19,26.0,3/20,35,1,3,20,242,0
2018,13,13,260,28.88,133.33,20,11,1,0,50,0,18,21.16,8.92,14.22,3/20,50,0,3,20,242,0
2019,16,15,402,44.66,191.42,28,29,1,0,91,0,14,27.85,9.17,18.21,3/20,91,0,3,20,242,0
2020,14,13,281,35.12,178.98,14,25,1,0,60*,0,0,0.0,0.0,0.0,,60,1,0,0,242,0
2021,12,11,127,14.11,113.39,11,5,0,0,40*,0,0,0.0,0.0,0.0,,40,1,0,0,242,0
2022,15,15,487,44.27,131.26,49,12,4,0,87*,2,8,27.75,7.27,22.87,17/3,87,1,17,3,242,0
2023,16,15,346,31.45,136.75,26,15,2,0,66,7,3,76.0,9.12,50.0,10/1,66,0,10,1,242,0
2024,14,13,216,18.0,143.04,17,11,0,0,46,4,11,35.18,10.75,19.63,31/3,46,0,31,3,242,0
2025,15,12,224,24.89,163.5,18,12,0,0,48*,3,14,24.42,9.77,15.0,36/5,48,1,36,5,242,0
2026,10,10,206,22.89,138.25,21,7,0,0,40,2,4,64.75,11.42,34.0,18/1,40,0,18,1,242,0
2019,6,3,3,1.5,42.85,0,0,0,0,2*,0,7,31.71,9.65,19.71,2/39,2,1,2,39,243,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,34.0,8.5,24.0,1/34,0,0,1,34,244,1
2009,0,0,0,0.0,0.0,0,0,0,0,0,0,3,64.0,8.4,45.66,3/24,0,0,3,24,245,1
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,8,21.75,7.25,18.0,3/24,0,0,3,24,245,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,3,17.66,7.57,14.0,3/24,0,0,3,24,245,1
2012,7,2,15,15.0,214.28,3,0,0,0,14,0,6,28.0,8.68,19.33,3/24,14,0,3,24,245,0
2013,3,1,3,3.0,75.0,0,0,0,0,3,0,5,17.4,7.67,13.6,3/24,3,0,3,24,245,0
2023,3,3,76,25.33,128.81,8,3,0,0,41,1,0,0.0,0.0,0.0,,41,0,0,0,246,0
2024,2,2,27,13.5,79.41,2,0,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,246,0
2019,2,1,20,0.0,166.66,2,1,0,0,20*,0,0,0.0,0.0,0.0,,20,1,0,0,247,0
2021,7,5,64,0.0,110.34,3,2,0,0,25*,0,5,27.8,6.04,27.6,3/19,25,1,3,19,247,0
2022,5,3,22,7.33,88.0,1,2,0,0,14,3,4,36.5,9.12,24.0,26/3,14,0,26,3,247,0
2023,13,8,52,8.67,126.82,5,2,0,0,17*,2,9,24.22,8.02,18.11,30/4,17,1,30,4,247,0
2024,13,7,75,37.5,138.88,8,2,0,0,29,7,7,43.28,7.97,32.57,13/2,29,0,13,2,247,0
2025,8,2,11,11.0,84.61,0,1,0,0,7*,0,10,19.0,8.63,13.2,22/3,7,1,22,3,247,0
2026,2,1,5,0.0,166.66,1,0,0,0,5*,1,2,30.0,7.5,24.0,35/2,5,1,35,2,247,0
2011,2,2,14,14.0,70.0,0,0,0,0,13,0,0,0.0,0.0,0.0,,13,0,0,0,248,0
2012,1,1,6,6.0,100.0,0,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,248,0
2023,11,11,190,21.11,123.37,23,4,0,1,100*,3,0,0.0,0.0,0.0,,100,1,0,0,249,0
2019,8,1,1,0.0,20.0,0,0,0,0,1*,0,7,34.0,8.81,23.14,2/25,1,1,2,25,250,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,5,19.6,9.8,12.0,34/3,0,0,34,3,251,1
2026,8,5,13,6.5,144.44,2,0,0,0,9*,3,8,28.5,10.36,16.5,12/3,9,1,12,3,251,0
2012,12,3,15,7.5,100.0,1,0,0,0,10,0,9,37.77,8.29,27.33,5/27,10,0,5,27,252,0
2014,3,3,13,6.5,185.71,1,1,0,0,6,0,4,28.25,10.27,16.5,5/27,6,0,5,27,252,0
2015,15,7,19,3.8,158.33,0,2,0,0,9*,0,17,19.29,7.48,15.47,5/27,9,1,5,27,252,0
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,1,147.0,10.5,84.0,5/27,0,0,5,27,252,1
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,3,14.33,10.75,8.0,5/27,0,0,5,27,252,1
2018,5,2,60,60.0,181.81,1,6,0,0,36*,0,7,23.85,9.54,15.0,5/27,36,1,5,27,252,0
2019,2,2,0,0.0,0.0,0,0,0,0,0*,0,2,38.5,9.62,24.0,5/27,0,1,5,27,252,0
2020,5,2,21,10.5,87.5,2,0,0,0,16,0,3,44.66,8.93,30.0,5/27,16,0,5,27,252,0
2021,15,8,59,14.75,128.26,6,2,0,0,31,0,32,14.34,8.14,10.56,5/27,31,0,5,27,252,0
2022,15,8,43,8.6,110.25,4,2,0,0,11,2,19,21.57,7.66,16.89,34/4,11,0,34,4,252,0
2023,13,2,6,3.0,100.0,0,1,0,0,6,2,14,32.42,9.65,20.14,32/3,6,0,32,3,252,0
2024,14,4,13,4.33,68.42,1,1,0,0,12,5,24,19.87,9.73,12.25,15/3,12,0,15,3,252,0
2025,13,4,21,10.5,80.76,0,0,0,0,12*,3,16,26.87,9.8,16.43,28/4,12,1,28,4,252,0
2026,5,3,10,3.33,111.11,2,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,252,0
2022,2,2,2,2.0,100.0,0,0,0,0,2,0,1,51.0,10.2,30.0,24/1,2,0,24,1,253,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,5,29.4,8.64,20.4,33/2,0,0,33,2,253,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,19,20.15,9.08,13.31,24/3,0,0,24,3,253,1
2025,13,7,57,14.25,107.54,5,3,0,0,34,6,15,29.86,10.18,17.6,25/3,34,0,25,3,253,0
2016,6,6,157,26.16,131.93,20,4,1,0,96,0,0,0.0,0.0,0.0,,96,0,0,0,254,0
2017,10,10,420,60.0,145.83,40,17,2,2,104*,0,0,0.0,0.0,0.0,,104,1,0,0,254,0
2018,4,4,57,19.0,121.27,5,1,0,0,32,0,0,0.0,0.0,0.0,,32,0,0,0,255,0
2019,3,2,9,4.5,90.0,0,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,255,0
2023,12,11,448,49.78,177.07,32,25,2,1,104,3,0,0.0,0.0,0.0,,104,0,0,0,255,0
2024,16,15,479,39.92,171.07,19,38,4,0,80*,8,0,0.0,0.0,0.0,,80,1,0,0,255,0
2025,13,13,487,44.27,172.69,42,25,1,1,105*,7,0,0.0,0.0,0.0,,105,1,0,0,255,0
2026,15,15,624,48.0,160.0,48,31,6,0,69,13,0,0.0,0.0,0.0,,69,0,0,0,255,0
2008,9,9,167,18.55,109.15,17,8,0,0,47,0,0,0.0,0.0,0.0,,47,0,0,0,256,0
2009,14,14,371,33.72,112.08,32,12,4,0,69*,0,0,0.0,0.0,0.0,,69,1,0,0,256,0
2010,10,10,267,26.7,113.61,26,9,1,0,50,0,0,0.0,0.0,0.0,,50,0,0,0,256,0
2012,3,3,81,40.5,92.04,8,2,1,0,66*,0,0,0.0,0.0,0.0,,66,1,0,0,256,0
2026,6,5,92,30.67,133.33,5,5,0,0,40*,1,0,0.0,0.0,0.0,,40,1,0,0,257,0
2022,5,3,43,21.5,89.58,5,0,0,0,25,2,2,63.5,8.46,45.0,47/2,25,0,47,2,258,0
2023,8,3,23,23.0,135.29,4,0,0,0,18*,3,3,62.33,9.84,38.0,34/2,18,1,34,2,258,0
2014,6,2,8,4.0,80.0,2,0,0,0,4,0,9,19.0,8.2,13.88,4/12,4,0,4,12,259,0
2015,10,2,5,5.0,83.33,0,0,0,0,3*,0,15,20.93,8.84,14.2,4/12,3,1,4,12,259,0
2016,4,1,5,5.0,71.42,1,0,0,0,5,0,5,27.6,8.62,19.2,4/12,5,0,4,12,259,0
2017,12,1,0,0.0,0.0,0,0,0,0,0*,0,18,20.5,7.85,15.66,4/12,0,1,4,12,259,0
2018,6,1,2,0.0,100.0,0,0,0,0,2*,0,6,31.33,9.09,20.66,4/12,2,1,4,12,259,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,26,16.57,6.69,14.84,4/12,0,0,4,12,259,1
2020,3,1,13,0.0,130.0,2,0,0,0,13*,0,1,76.0,6.9,66.0,4/12,13,1,4,12,259,0
2021,0,0,0,0.0,0.0,0,0,0,0,0,0,2,8.0,4.0,12.0,4/12,0,0,4,12,259,1
2008,1,1,1,0.0,50.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,260,0
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,1,61.0,7.17,51.0,3/24,0,0,3,24,260,1
2011,15,2,15,0.0,125.0,1,0,0,0,12*,0,16,19.06,6.1,18.75,3/24,12,1,3,24,260,0
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,4,36.0,6.54,33.0,3/24,0,0,3,24,260,1
2013,5,2,8,0.0,57.14,0,0,0,0,6*,0,7,20.28,7.53,16.14,3/24,6,1,3,24,260,0
2015,5,2,20,10.0,111.11,4,0,0,0,20,0,4,37.5,7.89,28.5,3/24,20,0,3,24,260,0
2016,8,2,37,0.0,137.03,4,1,0,0,33*,0,6,35.5,8.52,25.0,3/24,33,1,3,24,260,0
2017,2,1,5,0.0,71.42,0,0,0,0,5*,0,2,27.5,11.0,15.0,3/24,5,1,3,24,260,0
2008,14,10,131,21.83,112.93,9,6,0,0,40,0,15,23.33,6.6,21.2,3/24,40,0,3,24,261,0
2009,14,12,196,19.6,124.05,17,6,0,0,39,0,17,22.94,7.74,17.76,3/24,39,0,3,24,261,0
2010,14,13,276,34.5,148.38,21,10,1,0,60,0,15,28.4,9.19,18.53,3/24,60,0,3,24,261,0
2011,14,12,150,18.75,108.69,12,6,0,0,44*,0,11,31.27,7.5,25.0,3/24,44,1,3,24,261,0
2012,17,12,176,25.14,139.68,14,6,0,0,42*,0,8,58.12,7.75,45.0,3/24,42,1,3,24,261,0
2013,15,13,142,17.75,93.42,9,3,0,0,24,0,10,38.2,7.44,30.8,3/24,24,0,3,24,261,0
2014,10,6,55,27.5,101.85,5,0,0,0,23*,0,4,51.25,8.66,35.5,3/24,23,1,3,24,261,0
2016,4,3,11,3.66,84.61,0,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,261,0
2017,1,1,2,2.0,66.66,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,261,0
2018,6,1,1,1.0,16.66,0,0,0,0,1,0,5,27.0,5.86,27.6,3/26,1,0,3,26,262,0
2019,2,1,6,6.0,54.54,0,0,0,0,6,0,4,16.75,9.34,10.75,3/26,6,0,3,26,262,0
2016,5,5,42,8.4,102.43,5,0,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,263,0
2017,11,10,277,27.7,134.46,29,13,1,0,61,0,0,0.0,0.0,0.0,,61,0,0,0,263,0
2018,14,12,275,22.91,149.45,22,17,2,0,62,0,0,0.0,0.0,0.0,,62,0,0,0,263,0
2019,7,6,101,16.83,101.0,8,4,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,263,0
2020,14,13,516,57.33,145.76,36,30,4,0,99,0,0,0.0,0.0,0.0,,99,0,0,0,263,0
2021,10,10,241,26.77,133.88,21,10,2,0,84,0,0,0.0,0.0,0.0,,84,0,0,0,263,0
2022,14,14,418,32.15,120.11,45,11,3,0,81*,13,0,0.0,0.0,0.0,,81,1,0,0,263,0
2023,15,15,454,30.27,142.76,54,18,3,0,75,10,0,0.0,0.0,0.0,,75,0,0,0,263,0
2024,14,14,320,22.86,148.83,35,16,1,0,69,9,0,0.0,0.0,0.0,,69,0,0,0,263,0
2025,14,13,354,35.4,152.58,33,15,1,1,106*,8,0,0.0,0.0,0.0,,106,1,0,0,263,0
2026,15,15,602,40.13,182.42,60,32,6,0,91,9,0,0.0,0.0,0.0,,91,0,0,0,263,0
2011,1,1,7,0.0,175.0,1,0,0,0,7*,0,0,0.0,0.0,0.0,,7,1,0,0,264,0
2021,0,0,0,0.0,0.0,0,0,0,0,0,0,1,39.0,9.75,24.0,1/39,0,0,1,39,265,1
2011,2,2,28,14.0,75.67,3,0,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,266,0
2012,3,3,15,7.5,71.42,0,0,0,0,10*,0,0,0.0,0.0,0.0,,10,1,0,0,266,0
2017,2,2,33,33.0,84.61,3,0,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,266,0
2008,13,6,11,11.0,100.0,1,0,0,0,4*,0,8,41.37,7.66,32.37,5/12,4,1,5,12,267,0
2009,11,3,16,8.0,123.07,1,1,0,0,9,0,11,27.0,6.9,23.45,5/12,9,0,5,12,267,0
2010,7,2,6,6.0,35.29,0,0,0,0,6*,0,7,33.71,9.44,21.42,5/12,6,1,5,12,267,0
2011,12,5,4,0.0,80.0,0,0,0,0,1*,0,11,28.54,7.13,24.0,5/12,1,1,5,12,267,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,15,31.06,7.81,23.86,5/12,0,0,5,12,267,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,3,33.66,9.18,22.0,5/12,0,0,5,12,267,1
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,1,159.0,11.35,84.0,5/12,0,0,5,12,267,1
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,3,49.33,9.86,30.0,5/12,0,0,5,12,267,1
2017,6,3,8,4.0,66.66,1,0,0,0,5*,0,0,0.0,0.0,0.0,,5,1,0,0,267,0
2019,13,3,10,0.0,333.33,1,1,0,0,10*,0,13,26.84,7.58,21.23,5/12,10,1,5,12,267,0
2021,0,0,0,0.0,0.0,0,0,0,0,0,0,1,97.0,8.08,72.0,5/12,0,0,5,12,267,1
2023,8,1,1,0.0,100.0,0,0,0,0,1*,0,10,20.6,8.24,15.0,19/2,1,1,19,2,267,0
2024,9,2,1,0.0,14.28,0,0,0,0,1*,2,10,26.5,9.81,16.2,34/3,1,1,34,3,267,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,4,51.25,11.18,27.5,18/1,0,0,18,1,267,1
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,50.0,12.5,24.0,2/23,0,0,2,23,268,1
2014,0,0,0,0.0,0.0,0,0,0,0,0,0,6,53.0,7.57,42.0,2/23,0,0,2,23,268,1
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,11,20.27,7.19,16.9,2/23,0,0,2,23,268,1
2020,10,4,15,5.0,136.36,1,1,0,0,10*,0,8,35.25,9.72,21.75,2/41,10,1,2,41,269,0
2010,5,2,26,13.0,108.33,1,1,0,0,22,0,3,18.0,7.36,14.66,3/12,22,0,3,12,270,0
2009,13,12,372,41.33,114.46,26,11,5,0,62,0,4,23.25,5.31,26.25,4/17,62,0,4,17,271,0
2010,7,7,157,31.4,119.84,13,5,0,0,42*,0,1,37.0,6.72,33.0,4/17,42,1,4,17,271,0
2011,10,10,205,20.5,117.81,9,8,1,0,55,0,4,35.75,7.94,27.0,4/17,55,0,4,17,271,0
2012,9,9,244,81.33,128.42,13,11,2,0,74,0,1,104.0,8.66,72.0,4/17,74,0,4,17,271,0
2014,14,14,410,51.25,134.42,22,20,2,0,67*,0,3,80.0,7.27,66.0,4/17,67,1,4,17,271,0
2015,14,13,414,41.4,131.42,27,20,4,0,78*,0,8,15.75,7.41,12.75,4/17,78,1,4,17,271,0
2016,10,8,191,38.2,122.43,13,3,0,0,49*,0,2,27.5,7.85,21.0,4/17,49,1,4,17,271,0
2018,6,4,36,36.0,90.0,3,1,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,271,0
2025,2,2,67,33.5,171.79,9,3,1,0,55,1,0,0.0,0.0,0.0,,55,0,0,0,272,0
2026,7,7,96,13.71,124.67,12,3,0,0,27,4,0,0.0,0.0,0.0,,27,0,0,0,272,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,9,29.22,10.95,16.0,22/3,0,0,22,3,273,1
2008,4,3,18,18.0,150.0,1,1,0,0,13,0,3,49.66,9.31,32.0,3/32,13,0,3,32,274,0
2009,11,8,88,14.66,94.62,5,4,0,0,41*,0,5,26.6,8.58,18.6,3/32,41,1,3,32,274,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,1,32.0,16.0,12.0,3/32,0,0,3,32,274,1
2008,11,11,199,18.09,108.74,23,4,1,0,54,0,4,77.75,9.05,51.5,3/13,54,0,3,13,275,0
2009,15,15,361,27.76,108.73,37,8,3,0,69*,0,6,58.83,7.67,46.0,3/13,69,1,3,13,275,0
2010,16,16,572,47.66,115.78,67,9,6,0,89*,0,13,36.61,8.35,26.3,3/13,89,1,3,13,275,0
2011,15,14,424,35.33,112.16,46,6,4,0,80*,0,7,24.28,7.08,20.57,3/13,80,1,3,13,275,0
2012,17,17,409,25.56,106.51,34,10,2,0,79,0,15,26.86,7.46,21.6,3/13,79,0,3,13,275,0
2013,16,16,311,20.73,96.58,35,3,0,0,41,0,16,24.62,7.43,19.87,3/13,41,0,3,13,275,0
2014,8,7,151,25.16,117.05,13,4,1,0,72,0,4,46.5,8.45,33.0,3/13,72,0,3,13,275,0
2022,2,2,40,40.0,108.1,3,1,0,0,39*,0,0,0.0,0.0,0.0,,39,1,0,0,276,0
2023,6,6,89,14.83,109.87,14,1,0,0,36,1,0,0.0,0.0,0.0,,36,0,0,0,276,0
2008,3,3,23,7.66,100.0,5,0,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,277,0
2015,13,6,48,48.0,150.0,4,2,0,0,34*,0,10,33.7,8.64,23.4,2/14,34,1,2,14,278,0
2019,1,1,6,6.0,40.0,0,0,0,0,6,0,2,14.0,7.0,12.0,2/14,6,0,2,14,278,0
2021,2,1,14,0.0,233.33,2,1,0,0,14*,0,0,0.0,0.0,0.0,,14,1,0,0,278,0
2022,5,2,2,1.0,25.0,0,0,0,0,2,3,7,20.0,7.77,15.42,12/2,2,0,12,2,278,0
2024,9,9,330,36.67,234.04,32,28,4,0,84,5,0,0.0,0.0,0.0,,84,0,0,0,279,0
2025,6,6,55,9.17,105.76,7,2,0,0,38,3,0,0.0,0.0,0.0,,38,0,0,0,279,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,1,9.0,4.5,12.0,5/16,0,0,5,16,280,1
2012,2,2,14,14.0,107.69,0,0,0,0,11*,0,3,24.0,9.0,16.0,5/16,11,1,5,16,280,0
2013,16,9,57,11.4,100.0,5,2,0,0,19*,0,28,15.25,6.75,13.53,5/16,19,1,5,16,280,0
2014,13,12,181,45.25,192.55,8,16,0,0,41*,0,11,38.09,9.74,23.45,5/16,41,1,5,16,280,0
2015,13,11,144,18.0,132.11,12,5,0,0,46,0,8,53.25,9.46,33.75,5/16,46,0,5,16,280,0
2016,7,5,77,25.66,130.5,7,0,0,0,32,0,2,83.5,9.82,51.0,5/16,32,0,5,16,280,0
2017,8,6,54,13.5,94.73,4,0,0,0,21,0,6,43.0,9.79,26.33,5/16,21,0,5,16,280,0
2011,8,5,107,53.5,137.17,10,2,0,0,45*,0,3,33.0,9.73,20.33,2/18,45,1,2,18,281,0
2012,12,11,220,24.44,98.65,15,6,1,0,79,0,6,20.16,8.06,15.0,2/18,79,0,2,18,281,0
2008,11,11,221,20.09,149.32,27,8,2,0,71,0,7,39.42,9.85,24.0,2/2,71,0,2,2,282,0
2011,10,8,196,39.2,124.05,22,3,2,0,55,0,7,38.85,8.5,27.42,2/2,55,0,2,2,282,0
2022,2,2,31,15.5,114.81,3,0,0,0,17,1,0,0.0,0.0,0.0,,17,0,0,0,283,0
2020,10,2,15,15.0,115.38,2,0,0,0,11,0,11,29.09,9.01,19.36,2/19,11,0,2,19,284,0
2025,3,2,15,0.0,214.28,1,1,0,0,11*,0,0,0.0,0.0,0.0,,11,1,0,0,285,0
2026,10,6,136,34.0,158.13,13,6,0,0,43*,1,14,17.78,8.89,12.0,18/4,43,1,18,4,285,0
2010,6,4,8,8.0,72.72,0,0,0,0,4*,0,6,23.16,9.92,14.0,2/18,4,1,2,18,286,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,5,33.0,8.68,22.8,2/22,0,0,2,22,287,1
2023,12,2,6,0.0,66.66,0,0,0,0,3*,2,14,27.64,9.21,18.0,23/3,3,1,23,3,287,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,2,84.0,8.4,60.0,4/52,0,0,4,52,288,1
2014,1,1,16,16.0,133.33,2,1,0,0,16,0,1,35.0,11.66,18.0,4/52,16,0,4,52,288,0
2016,4,4,22,5.5,115.78,2,1,0,0,13,0,2,51.5,7.92,39.0,4/52,13,0,4,52,288,0
2020,7,4,66,33.0,124.52,5,3,0,0,26*,0,14,16.64,8.32,12.0,4/52,26,1,4,52,288,0
2021,8,7,85,14.16,118.05,2,6,0,0,47*,0,16,15.43,7.75,11.93,4/52,47,1,4,52,288,0
2022,12,8,58,9.67,131.81,2,6,0,0,16,4,14,27.92,9.42,17.78,31/3,16,0,31,3,288,0
2023,8,3,12,6.0,109.09,0,1,0,0,11,3,4,71.0,9.96,42.75,29/2,11,0,29,2,288,0
2026,11,7,65,13.0,125.0,3,3,0,0,23*,8,17,17.05,7.56,13.52,24/4,23,1,24,4,288,0
2017,3,3,59,29.5,147.5,9,1,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,289,0
2018,5,5,120,30.0,127.65,9,7,1,0,91*,0,0,0.0,0.0,0.0,,91,1,0,0,289,0
2021,5,5,150,30.0,123.96,21,1,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,289,0
2023,8,8,285,35.63,151.59,36,12,2,0,61,2,0,0.0,0.0,0.0,,61,0,0,0,289,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,3,23.33,10.0,14.0,4/14,0,0,4,14,290,1
2014,11,2,1,0.0,33.33,0,0,0,0,1*,0,5,60.2,7.58,47.6,4/14,1,1,4,14,290,0
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,3,61.33,12.26,30.0,4/14,0,0,4,14,290,1
2016,14,2,8,8.0,72.72,1,0,0,0,6,0,15,27.06,7.8,20.8,4/14,6,0,4,14,290,0
2017,16,2,16,16.0,133.33,0,1,0,0,16*,0,20,21.95,7.39,17.8,4/14,16,1,4,14,290,0
2018,14,3,10,10.0,90.9,1,0,0,0,6*,0,17,21.88,6.88,19.05,4/14,6,1,4,14,290,0
2019,16,3,0,0.0,0.0,0,0,0,0,0*,0,19,21.52,6.63,19.47,4/14,0,1,4,14,290,0
2020,15,1,5,0.0,166.66,0,0,0,0,5*,0,27,14.96,6.73,13.33,4/14,5,1,4,14,290,0
2021,14,7,16,8.0,94.11,2,0,0,0,5*,0,21,19.52,7.45,15.71,4/14,5,1,4,14,290,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,15,25.53,7.18,21.33,10/5,0,0,10,5,290,1
2024,13,4,12,0.0,100.0,1,0,0,0,8*,1,20,16.8,6.48,15.55,21/5,8,1,21,5,290,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,18,17.55,6.67,15.77,22/4,0,0,22,4,290,1
2026,13,2,7,7.0,100.0,1,0,0,0,5*,1,4,102.5,8.36,73.5,15/1,5,1,15,1,290,0
2018,4,2,8,8.0,133.33,0,1,0,0,6*,0,2,44.5,12.71,21.0,1/24,6,1,1,24,291,0
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,2,14.5,4.14,21.0,1/23,0,0,1,23,292,1
2016,5,2,6,3.0,60.0,0,0,0,0,5,0,2,62.5,7.35,51.0,1/23,5,0,1,23,292,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,1,50.0,7.14,42.0,1/23,0,0,1,23,292,1
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,1,43.0,6.14,42.0,1/23,0,0,1,23,292,1
2021,5,3,34,17.0,130.76,2,1,0,0,23,0,2,65.0,7.64,51.0,1/23,23,0,1,23,292,0
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,4,21.25,8.22,15.5,5/25,0,0,5,25,293,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,6,25.0,8.33,18.0,5/25,0,0,5,25,293,1
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,13,28.46,7.55,22.61,5/25,0,0,5,25,293,1
2014,9,2,1,1.0,16.66,0,0,0,0,1*,0,9,30.0,8.66,20.77,5/25,1,1,5,25,293,0
2017,12,2,2,0.0,40.0,0,0,0,0,2*,0,24,13.41,7.02,11.45,5/25,2,1,5,25,293,0
2018,15,7,49,12.25,128.94,6,1,0,0,26,0,11,44.18,9.65,27.45,5/25,26,0,5,25,293,0
2019,11,4,1,1.0,33.33,0,0,0,0,1,0,10,39.8,10.66,22.4,5/25,1,0,5,25,293,0
2020,7,1,9,9.0,69.23,0,0,0,0,9,0,4,57.0,9.91,34.5,5/25,9,0,5,25,293,0
2021,6,3,41,20.5,141.37,3,2,0,0,24,0,4,42.0,7.63,33.0,5/25,24,0,5,25,293,0
2022,5,5,59,19.67,159.45,4,3,0,0,19*,1,6,31.66,9.5,20.0,32/2,19,1,32,2,293,0
2023,3,1,9,9.0,128.57,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,293,0
2024,11,5,24,8.0,92.3,2,1,0,0,8*,0,8,39.87,10.23,23.37,30/3,8,1,30,3,293,0
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,11,15.9,7.34,13.0,24/3,0,0,24,3,293,1
2026,4,1,4,0.0,133.33,0,0,0,0,4*,3,4,35.0,10.9,19.25,21/3,4,1,21,3,293,0
2013,3,3,23,7.66,85.18,0,0,0,0,12,0,1,36.0,7.2,30.0,1/16,12,0,1,16,294,0
2009,5,5,56,11.2,114.28,9,0,0,0,32,0,3,38.33,6.76,34.0,2/14,32,0,2,14,295,0
2011,13,13,292,22.46,148.22,37,11,2,0,60,0,4,29.5,7.69,23.0,2/14,60,0,2,14,295,0
2012,11,11,256,25.6,120.75,23,8,2,0,86,0,1,70.0,10.0,42.0,2/14,86,0,2,14,295,0
2021,3,2,15,7.5,62.5,2,0,0,0,15,0,3,39.0,10.63,22.0,2/41,15,0,2,41,296,0
2024,1,1,2,2.0,100.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,296,0
2014,4,3,42,14.0,91.3,3,1,0,0,22,0,1,91.0,10.11,54.0,3/12,22,0,3,12,297,0
2020,5,3,19,9.5,105.55,0,1,0,0,10*,0,2,74.0,9.86,45.0,3/12,10,1,3,12,297,0
